Index,Class
1488,8
1489,12
1490,2
1491,10
1492,17
1493,12
1494,13
1495,6
1496,17
1497,3
1498,10
1499,8
1500,6
1501,16
1502,9
1503,10
1504,11
1505,10
1506,10
1507,8
1508,9
1509,0
1510,12
1511,3
1512,7
1513,10
1514,13
1515,12
1516,10
1517,3
1518,4
1519,14
1520,3
1521,10
1522,3
1523,7
1524,2
1525,3
1526,9
1527,6
1528,12
1529,13
1530,10
1531,13
1532,8
1533,6
1534,3
1535,4
1536,17
1537,0
1538,12
1539,9
1540,9
1541,11
1542,4
1543,12
1544,6
1545,16
1546,9
1547,8
1548,6
1549,12
1550,10
1551,1
1552,2
1553,12
1554,4
1555,13
1556,7
1557,4
1558,9
1559,8
1560,12
1561,16
1562,8
1563,4
1564,3
1565,8
1566,9
1567,7
1568,8
1569,2
1570,11
1571,15
1572,10
1573,15
1574,7
1575,9
1576,1
1577,1
1578,3
1579,10
1580,8
1581,10
1582,16
1583,13
1584,11
1585,11
1586,2
1587,7
1588,12
1589,5
1590,11
1591,10
1592,6
1593,16
1594,14
1595,8
1596,8
1597,1
1598,14
1599,4
1600,11
1601,7
1602,9
1603,2
1604,13
1605,3
1606,11
1607,4
1608,6
1609,8
1610,2
1611,2
1612,9
1613,15
1614,9
1615,9
1616,9
1617,5
1618,2
1619,12
1620,1
1621,8
1622,11
1623,9
1624,12
1625,7
1626,10
1627,6
1628,9
1629,9
1630,15
1631,2
1632,9
1633,6
1634,10
1635,7
1636,10
1637,14
1638,9
1639,6
1640,16
1641,7
1642,14
1643,9
1644,8
1645,11
1646,14
1647,8
1648,1
1649,5
1650,9
1651,7
1652,9
1653,13
1654,8
1655,11
1656,5
1657,16
1658,5
1659,10
1660,10
1661,7
1662,6
1663,12
1664,4
1665,6
1666,16
1667,10
1668,11
1669,14
1670,8
1671,8
1672,7
1673,10
1674,11
1675,5
1676,8
1677,18
1678,17
1679,10
1680,10
1681,8
1682,10
1683,9
1684,11
1685,7
1686,8
1687,11
1688,6
1689,9
1690,12
1691,10
1692,9
1693,9
1694,3
1695,1
1696,9
1697,10
1698,8
1699,13
1700,3
1701,7
1702,8
1703,9
1704,8
1705,11
1706,6
1707,10
1708,15
1709,9
1710,5
1711,13
1712,10
1713,8
1714,7
1715,3
1716,10
1717,13
1718,9
1719,13
1720,10
1721,9
1722,0
1723,14
1724,6
1725,4
1726,3
1727,6
1728,12
1729,15
1730,9
1731,11
1732,12
1733,4
1734,9
1735,10
1736,7
1737,11
1738,16
1739,2
1740,14
1741,3
1742,11
1743,13
1744,7
1745,13
1746,16
1747,6
1748,7
1749,7
1750,7
1751,0
1752,1
1753,15
1754,3
1755,13
1756,13
1757,10
1758,11
1759,9
1760,2
1761,14
1762,2
1763,3
1764,2
1765,15
1766,5
1767,10
1768,2
1769,17
1770,4
1771,6
1772,13
1773,7
1774,9
1775,7
1776,12
1777,4
1778,5
1779,1
1780,12
1781,9
1782,13
1783,7
1784,13
1785,3
1786,7
1787,16
1788,9
1789,16
1790,10
1791,2
1792,7
1793,8
1794,15
1795,13
1796,16
1797,8
1798,3
1799,7
1800,14
1801,8
1802,5
1803,16
1804,8
1805,16
1806,13
1807,3
1808,6
1809,4
1810,3
1811,4
1812,11
1813,11
1814,12
1815,5
1816,12
1817,6
1818,5
1819,9
1820,8
1821,14
1822,12
1823,4
1824,12
1825,14
1826,6
1827,15
1828,7
1829,8
1830,8
1831,7
1832,15
1833,4
1834,8
1835,2
1836,13
1837,14
1838,17
1839,10
1840,5
1841,4
1842,10
1843,8
1844,9
1845,3
1846,12
1847,12
1848,11
1849,8
1850,9
1851,11
1852,10
1853,8
1854,14
1855,12
1856,10
1857,2
1858,6
1859,11
1860,3
1861,13
1862,10
1863,4
1864,17
1865,14
1866,6
1867,10
1868,8
1869,4
1870,11
1871,13
1872,9
1873,9
1874,11
1875,11
1876,9
1877,5
1878,3
1879,5
1880,0
1881,13
1882,13
1883,10
1884,6
1885,8
1886,10
1887,9
1888,9
1889,3
1890,8
1891,13
1892,1
1893,12
1894,18
1895,7
1896,6
1897,10
1898,8
1899,5
1900,15
1901,7
1902,3
1903,9
1904,11
1905,7
1906,12
1907,14
1908,16
1909,9
1910,5
1911,5
1912,9
1913,16
1914,10
1915,16
1916,5
1917,10
1918,9
1919,1
1920,10
1921,8
1922,13
1923,1
1924,7
1925,6
1926,8
1927,16
1928,9
1929,12
1930,6
1931,3
1932,11
1933,16
1934,1
1935,9
1936,11
1937,0
1938,5
1939,11
1940,4
1941,12
1942,9
1943,11
1944,9
1945,12
1946,4
1947,15
1948,10
1949,6
1950,9
1951,18
1952,6
1953,3
1954,10
1955,8
1956,10
1957,8
1958,7
1959,13
1960,6
1961,9
1962,10
1963,7
1964,13
1965,8
1966,12
1967,9
1968,14
1969,11
1970,6
1971,11
1972,16
1973,10
1974,6
1975,7
1976,7
1977,7
1978,7
1979,15
1980,10
1981,15
1982,7
1983,10
1984,11
1985,16
1986,11
1987,10
1988,11
1989,15
1990,9
1991,18
1992,2
1993,12
1994,13
1995,2
1996,2
1997,1
1998,4
1999,13
2000,14
2001,3
2002,10
2003,9
2004,9
2005,9
2006,7
2007,10
2008,16
2009,7
2010,12
2011,10
2012,5
2013,4
2014,9
2015,17
2016,1
2017,12
2018,16
2019,9
2020,3
2021,12
2022,3
2023,10
2024,1
2025,7
2026,8
2027,12
2028,6
2029,10
2030,8
2031,12
2032,11
2033,7
2034,10
2035,11
2036,12
2037,5
2038,3
2039,6
2040,13
2041,9
2042,10
2043,2
2044,9
2045,7
2046,10
2047,4
2048,8
2049,12
2050,12
2051,9
2052,17
2053,13
2054,14
2055,14
2056,10
2057,6
2058,8
2059,10
2060,2
2061,9
2062,3
2063,3
2064,10
2065,9
2066,13
2067,5
2068,18
2069,9
2070,7
2071,11
2072,4
2073,13
2074,10
2075,10
2076,13
2077,10
2078,4
2079,8
2080,9
2081,10
2082,5
2083,2
2084,6
2085,13
2086,8
2087,1
2088,12
2089,17
2090,11
2091,4
2092,11
2093,9
2094,9
2095,13
2096,5
2097,17
2098,6
2099,7
2100,8
2101,6
2102,5
2103,10
2104,12
2105,12
2106,9
2107,10
2108,1
2109,10
2110,7
2111,9
2112,9
2113,13
2114,2
2115,9
2116,12
2117,3
2118,1
2119,2
2120,9
2121,15
2122,7
2123,4
2124,17
2125,13
2126,2
2127,2
2128,9
2129,8
2130,6
2131,9
2132,6
2133,8
2134,16
2135,11
2136,3
2137,14
2138,9
2139,3
2140,15
2141,11
2142,11
2143,5
2144,1
2145,11
2146,18
2147,10
2148,15
2149,0
2150,9
2151,6
2152,7
2153,12
2154,11
2155,9
2156,5
2157,6
2158,5
2159,6
2160,15
2161,0
2162,6
2163,4
2164,9
2165,5
2166,11
2167,16
2168,0
2169,2
2170,13
2171,14
2172,6
2173,8
2174,17
2175,11
2176,9
2177,9
2178,8
2179,12
2180,17
2181,14
2182,9
2183,9
2184,6
2185,8
2186,8
2187,9
2188,10
2189,1
2190,11
2191,11
2192,12
2193,9
2194,15
2195,12
2196,12
2197,3
2198,5
2199,10
2200,12
2201,7
2202,10
2203,2
2204,10
2205,10
2206,8
2207,3
2208,7
2209,10
2210,1
2211,13
2212,5
2213,18
2214,4
2215,10
2216,11
2217,11
2218,8
2219,12
2220,13
2221,6
2222,10
2223,5
2224,13
2225,12
2226,2
2227,4
2228,13
2229,10
2230,8
2231,8
2232,12
2233,5
2234,8
2235,4
2236,12
2237,5
2238,8
2239,9
2240,2
2241,9
2242,7
2243,8
2244,9
2245,11
2246,6
2247,8
2248,9
2249,8
2250,5
2251,8
2252,10
2253,11
2254,10
2255,17
2256,10
2257,7
2258,10
2259,9
2260,10
2261,6
2262,7
2263,10
2264,6
2265,11
2266,6
2267,9
2268,4
2269,1
2270,18
2271,8
2272,4
2273,4
2274,13
2275,8
2276,12
2277,11
2278,11
2279,9
2280,10
2281,12
2282,8
2283,12
2284,15
2285,7
2286,10
2287,1
2288,18
2289,13
2290,1
2291,0
2292,2
2293,8
2294,9
2295,11
2296,7
2297,10
2298,6
2299,8
2300,10
2301,1
2302,10
2303,8
2304,10
2305,12
2306,16
2307,5
2308,14
2309,9
2310,16
2311,8
2312,8
2313,9
2314,15
2315,8
2316,7
2317,7
2318,13
2319,17
2320,10
2321,12
2322,11
2323,16
2324,14
2325,5
2326,13
2327,13
2328,14
2329,6
2330,1
2331,5
2332,9
2333,11
2334,17
2335,15
2336,9
2337,10
2338,8
2339,9
2340,9
2341,5
2342,5
2343,7
2344,12
2345,13
2346,10
2347,5
2348,3
2349,8
2350,12
2351,18
2352,4
2353,16
2354,2
2355,17
2356,7
2357,11
2358,8
2359,14
2360,10
2361,14
2362,12
2363,9
2364,4
2365,7
2366,13
2367,12
2368,6
2369,6
2370,13
2371,15
2372,12
2373,7
2374,10
2375,6
2376,13
2377,13
2378,16
2379,9
2380,10
2381,7
2382,9
2383,9
2384,7
2385,16
2386,11
2387,6
2388,10
2389,3
2390,14
2391,16
2392,10
2393,8
2394,13
2395,10
2396,10
2397,5
2398,14
2399,13
2400,9
2401,13
2402,9
2403,3
2404,9
2405,13
2406,12
2407,10
2408,13
2409,5
2410,16
2411,10
2412,18
2413,10
2414,9
2415,2
2416,11
2417,7
2418,17
2419,11
2420,5
2421,13
2422,1
2423,16
2424,8
2425,10
2426,15
2427,2
2428,11
2429,16
2430,11
2431,6
2432,9
2433,13
2434,13
2435,4
2436,9
2437,3
2438,3
2439,10
2440,1
2441,9
2442,10
2443,4
2444,6
2445,11
2446,8
2447,6
2448,13
2449,16
2450,8
2451,6
2452,5
2453,16
2454,10
2455,12
2456,1
2457,10
2458,10
2459,15
2460,1
2461,11
2462,4
2463,12
2464,17
2465,11
2466,17
2467,15
2468,10
2469,13
2470,9
2471,10
2472,0
2473,2
2474,12
2475,13
2476,11
2477,12
2478,2
2479,9
2480,5
2481,2
2482,4
2483,12
2484,12
2485,3
2486,9
2487,3
2488,1
2489,17
2490,8
2491,18
2492,8
2493,10
2494,9
2495,6
2496,1
2497,3
2498,4
2499,6
2500,1
2501,15
2502,7
2503,11
2504,8
2505,9
2506,8
2507,11
2508,9
2509,16
2510,4
2511,8
2512,7
2513,2
2514,1
2515,8
2516,7
2517,7
2518,16
2519,16
2520,3
2521,3
2522,12
2523,10
2524,7
2525,0
2526,14
2527,1
2528,11
2529,12
2530,1
2531,10
2532,14
2533,15
2534,15
2535,10
2536,10
2537,4
2538,3
2539,13
2540,10
2541,16
2542,17
2543,15
2544,8
2545,17
2546,6
2547,11
2548,4
2549,10
2550,6
2551,9
2552,14
2553,2
2554,11
2555,3
2556,12
2557,7
2558,10
2559,11
2560,13
2561,3
2562,6
2563,13
2564,11
2565,9
2566,1
2567,17
2568,7
2569,2
2570,2
2571,13
2572,2
2573,7
2574,10
2575,0
2576,10
2577,12
2578,1
2579,6
2580,10
2581,6
2582,11
2583,9
2584,10
2585,11
2586,5
2587,10
2588,10
2589,13
2590,9
2591,16
2592,4
2593,9
2594,13
2595,11
2596,7
2597,10
2598,9
2599,9
2600,9
2601,18
2602,4
2603,2
2604,6
2605,18
2606,7
2607,12
2608,10
2609,16
2610,3
2611,9
2612,3
2613,11
2614,11
2615,11
2616,14
2617,8
2618,5
2619,11
2620,5
2621,12
2622,12
2623,14
2624,11
2625,12
2626,15
2627,15
2628,14
2629,16
2630,1
2631,10
2632,7
2633,13
2634,9
2635,15
2636,14
2637,8
2638,17
2639,16
2640,11
2641,9
2642,2
2643,8
2644,12
2645,11
2646,4
2647,6
2648,6
2649,11
2650,8
2651,4
2652,6
2653,11
2654,8
2655,9
2656,9
2657,6
2658,8
2659,5
2660,8
2661,12
2662,17
2663,11
2664,9
2665,3
2666,2
2667,10
2668,17
2669,12
2670,3
2671,3
2672,7
2673,7
2674,6
2675,12
2676,15
2677,11
2678,13
2679,9
2680,13
2681,13
2682,13
2683,12
2684,11
2685,9
2686,9
2687,15
2688,15
2689,8
2690,4
2691,13
2692,10
2693,16
2694,17
2695,18
2696,4
2697,9
2698,9
2699,3
2700,11
2701,14
2702,4
2703,10
2704,3
2705,9
2706,10
2707,16
2708,9
2709,13
2710,4
2711,5
2712,7
2713,9
2714,9
2715,13
2716,8
2717,11
2718,1
2719,2
2720,4
2721,12
2722,14
2723,6
2724,18
2725,10
2726,11
2727,6
2728,9
2729,6
2730,9
2731,4
2732,5
2733,9
2734,7
2735,10
2736,10
2737,6
2738,8
2739,7
2740,8
2741,13
2742,2
2743,13
2744,10
2745,16
2746,15
2747,5
2748,4
2749,16
2750,11
2751,5
2752,8
2753,12
2754,16
2755,13
2756,1
2757,9
2758,2
2759,11
2760,5
2761,10
2762,3
2763,12
2764,0
2765,6
2766,9
2767,2
2768,8
2769,3
2770,13
2771,8
2772,11
2773,13
2774,6
2775,10
2776,14
2777,12
2778,13
2779,10
2780,11
2781,1
2782,10
2783,6
2784,10
2785,9
2786,8
2787,9
2788,9
2789,14
2790,12
2791,16
2792,5
2793,10
2794,12
2795,10
2796,16
2797,6
2798,9
2799,11
2800,15
2801,17
2802,1
2803,7
2804,7
2805,6
2806,12
2807,7
2808,1
2809,7
2810,10
2811,3
2812,10
2813,3
2814,8
2815,4
2816,5
2817,12
2818,18
2819,10
2820,6
2821,13
2822,10
2823,0
2824,8
2825,15
2826,16
2827,7
2828,9
2829,9
2830,11
2831,9
2832,8
2833,15
2834,7
2835,10
2836,4
2837,8
2838,10
2839,17
2840,7
2841,8
2842,15
2843,11
2844,0
2845,4
2846,11
2847,4
2848,9
2849,16
2850,12
2851,14
2852,9
2853,15
2854,10
2855,13
2856,8
2857,1
2858,8
2859,3
2860,2
2861,4
2862,8
2863,7
2864,8
2865,10
2866,14
2867,3
2868,10
2869,10
2870,7
2871,14
2872,6
2873,7
2874,16
2875,10
2876,6
2877,12
2878,7
2879,14
2880,3
2881,11
2882,9
2883,8
2884,4
2885,12
2886,5
2887,5
2888,16
2889,15
2890,9
2891,13
2892,13
2893,6
2894,14
2895,8
2896,16
2897,16
2898,4
2899,3
2900,16
2901,15
2902,12
2903,17
2904,10
2905,14
2906,13
2907,12
2908,12
2909,5
2910,9
2911,15
2912,9
2913,13
2914,4
2915,11
2916,6
2917,7
2918,4
2919,8
2920,11
2921,16
2922,12
2923,13
2924,3
2925,10
2926,13
2927,14
2928,12
2929,11
2930,9
2931,6
2932,9
2933,10
2934,5
2935,11
2936,5
2937,17
2938,9
2939,8
2940,5
2941,16
2942,9
2943,13
2944,9
2945,8
2946,14
2947,12
2948,5
2949,6
2950,11
2951,8
2952,8
2953,10
2954,11
2955,12
2956,16
2957,15
2958,11
2959,4
2960,13
2961,9
2962,11
2963,5
2964,12
2965,3
2966,5
2967,5
2968,11
2969,2
2970,10
2971,15
2972,18
2973,2
2974,13
2975,12
2976,6
2977,15
2978,9
2979,14
2980,9
2981,6
2982,14
2983,9
2984,16
2985,9
2986,2
2987,2
2988,4
2989,15
2990,14
2991,10
2992,3
2993,3
2994,14
2995,10
2996,9
